Airline,Source airport,Destination airport,Stops,Destination airport ID,Source airport ID,Equipment
DL,SLC,PSP,0,3839,3536,CRJ
DL,SLC,PVR,0,1836,3536,CR9
DL,SLC,RAP,0,4087,3536,CRJ
DL,SLC,RDM,0,4103,3536,CRJ
DL,SLC,RDU,0,3626,3536,320 73H
DL,SLC,RKS,0,5766,3536,EM2
DL,SLC,RNO,0,3807,3536,73H
DL,SLC,SAN,0,3731,3536,319 738 320
DL,SLC,SAT,0,3621,3536,320
DL,SLC,SEA,0,3577,3536,320 738 73H 757 739
DL,SLC,SFO,0,3469,3536,320
DL,SLC,SGU,0,4064,3536,CRJ
DL,SLC,SJC,0,3748,3536,738
DL,SLC,SJD,0,1840,3536,CR9
DL,SLC,SMF,0,3817,3536,320 73H 738
DL,SLC,SNA,0,3867,3536,319
DL,SLC,STL,0,3678,3536,320
DL,SLC,TUL,0,3855,3536,CR7
DL,SLC,TUS,0,3636,3536,CRJ
DL,SLC,TWF,0,4263,3536,EM2
DL,SLC,VEL,0,7076,3536,EM2
DL,SLC,YVR,0,156,3536,CR9 CR7
DL,SLC,YYC,0,178,3536,CR9 CR7
DL,SMF,ATL,0,3682,3817,757
DL,SMF,GDL,0,1804,3817,738
DL,SMF,LAX,0,3484,3817,CR7 CR9
DL,SMF,MSP,0,3858,3817,320
DL,SMF,SEA,0,3577,3817,73H
DL,SMF,SLC,0,3536,3817,73H 320 738
DL,SNA,ATL,0,3682,3867,757
DL,SNA,MSP,0,3858,3867,319
DL,SNA,SLC,0,3536,3867,319
DL,SNA,YVR,0,156,3867,73W
DL,SPN,NGO,0,3942,2244,752
DL,SPN,NRT,0,2279,2244,752
DL,SRQ,ATL,0,3682,4067,757 M90
DL,SRQ,LGA,0,3697,4067,319
DL,STI,JFK,0,3797,1764,73H
DL,STL,ATL,0,3682,3678,M90 717  M88 319
DL,STL,CVG,0,3488,3678,CR7
DL,STL,DTW,0,3645,3678,CR7 320 717
DL,STL,JFK,0,3797,3678,CR9 CR7
DL,STL,LGA,0,3697,3678,CR7
DL,STL,MSP,0,3858,3678,M90 319 320 M88
DL,STL,SLC,0,3536,3678,320
DL,STR,ATL,0,3682,350,76W
DL,STT,ATL,0,3682,2883,757
DL,STT,JFK,0,3797,2883,757
DL,SVO,IAD,0,3714,2985,763
DL,SVO,JFK,0,3797,2985,333 76W 77W
DL,SVO,LAX,0,3484,2985,332
DL,SVO,MIA,0,3576,2985,332
DL,SWF,DTW,0,3645,3661,CRJ
DL,SXM,ATL,0,3682,2899,757
DL,SXM,JFK,0,3797,2899,752
DL,SYD,LAX,0,3484,3361,77L
DL,SYR,ATL,0,3682,3745,M88
DL,SYR,DTW,0,3645,3745,ERJ
DL,SYR,JFK,0,3797,3745,ERJ
DL,SYR,LGA,0,3697,3745,CR7
DL,SYR,MSP,0,3858,3745,CR9 E70
DL,TGU,ATL,0,3682,1776,73W
DL,TLH,ATL,0,3682,3698,M88 319 717
DL,TLV,JFK,0,3797,1590,744
DL,TPA,ATL,0,3682,3646,757 739 M90 738
DL,TPA,CMH,0,3759,3646,E75
DL,TPA,CVG,0,3488,3646,M88
DL,TPA,DTW,0,3645,3646,757 M88 738 M90
DL,TPA,IND,0,3585,3646,E75
DL,TPA,JFK,0,3797,3646,738 M88 73H
DL,TPA,LAX,0,3484,3646,320
DL,TPA,LGA,0,3697,3646,319 M88
DL,TPA,MSP,0,3858,3646,757 M88 320
DL,TPA,RDU,0,3626,3646,CR9 CRJ
DL,TPE,LAX,0,3484,2276,744
DL,TPE,NRT,0,2279,2276,744
DL,TPE,SFO,0,3469,2276,744
DL,TRI,ATL,0,3682,4116,319
DL,TUL,ATL,0,3682,3855,M88
DL,TUL,DTW,0,3645,3855,CR7
DL,TUL,MSP,0,3858,3855,CRJ
DL,TUL,SLC,0,3536,3855,CR7
DL,TUS,ATL,0,3682,3636,M90
DL,TUS,MSP,0,3858,3636,M90
DL,TUS,SLC,0,3536,3636,CRJ
DL,TVC,DTW,0,3645,4023,717 ERJ
DL,TVC,MSP,0,3858,4023,CRJ
DL,TWF,SLC,0,3536,4263,EM2
DL,TYS,ATL,0,3682,3676,717
DL,TYS,DTW,0,3645,3676,CRJ
DL,TYS,LGA,0,3697,3676,CRJ
DL,TYS,MSP,0,3858,3676,CR9
DL,UIO,ATL,0,3682,2688,73W
DL,UVF,ATL,0,3682,2894,738 73H 757
DL,VCE,JFK,0,3797,1551,764
DL,VEL,SLC,0,3536,7076,EM2
DL,VLD,ATL,0,3682,5776,CRJ
DL,VPS,ATL,0,3682,3873,717 319 M88
DL,VSA,MEX,0,1824,1853,737
DL,XNA,ATL,0,3682,4356,717
DL,XNA,CVG,0,3488,4356,CRJ
DL,XNA,DTW,0,3645,4356,CR7
DL,XNA,MSP,0,3858,4356,CRJ
DL,YEG,LAX,0,3484,49,73H
DL,YEG,MSP,0,3858,49,E75
DL,YHZ,LGA,0,3697,73,CR7
DL,YOW,DTW,0,3645,100,CRJ
DL,YQR,MSP,0,3858,120,CRJ
DL,YUL,AMS,0,580,146,M11
DL,YUL,ATL,0,3682,146,CR9 CR7
DL,YUL,CDG,0,1382,146,744 343
DL,YUL,DTW,0,3645,146,ERJ
DL,YUL,JFK,0,3797,146,ERJ
DL,YUL,LGA,0,3697,146,ERJ CR7
DL,YUL,MSP,0,3858,146,CR9
DL,YVR,AMS,0,580,156,333
DL,YVR,HNL,0,3728,156,73H
DL,YVR,LAS,0,3877,156,73H 73W
DL,YVR,MSP,0,3858,156,E75
DL,YVR,ORD,0,3830,156,73W
DL,YVR,SEA,0,3577,156,DH4
DL,YVR,SLC,0,3536,156,CR9 CR7
DL,YVR,SNA,0,3867,156,73W
DL,YWG,MSP,0,3858,160,CR9 CRJ E70
DL,YXE,MSP,0,3858,166,E75
DL,YYC,AMS,0,580,178,332
DL,YYC,DFW,0,3670,178,73W
DL,YYC,JFK,0,3797,178,736
DL,YYC,LAS,0,3877,178,73H 73W
DL,YYC,LAX,0,3484,178,73W
DL,YYC,MSP,0,3858,178,319
DL,YYC,ORD,0,3830,178,73W
DL,YYC,SLC,0,3536,178,CR7 CR9
DL,YYZ,AMS,0,580,193,M11 333 747 74M 332
DL,YYZ,CDG,0,1382,193,772
DL,YYZ,CVG,0,3488,193,CRJ
DL,YYZ,DTW,0,3645,193,CR7 CRJ
DL,YYZ,FCO,0,1555,193,332
DL,YYZ,FLL,0,3533,193,73H 73W
DL,YYZ,JFK,0,3797,193,CR7 ERJ
DL,YYZ,LAS,0,3877,193,73H
DL,YYZ,LGA,0,3697,193,736 73W
DL,YYZ,MCO,0,3878,193,73H 73W
DL,YYZ,MSP,0,3858,193,CRJ
DL,ZRH,ATL,0,3682,1678,76W
DN,ABJ,COO,0,245,253,320
DN,ABJ,DKR,0,1084,253,320
DN,BKO,COO,0,245,1044,320
DN,BKO,DKR,0,1084,1044,320
DN,BKO,OUA,0,246,1044,320
DN,BRU,DKR,0,1084,302,333
DN,CKY,DKR,0,1084,4162,CRJ
DN,COO,ABJ,0,253,245,320
DN,COO,BKO,0,1044,245,320
DN,COO,DKR,0,1084,245,320
DN,COO,DLA,0,897,245,320
DN,COO,LBV,0,970,245,320
DN,CSK,DKR,0,1084,1082,CRJ
DN,DKR,ABJ,0,253,1084,320
DN,DKR,BKO,0,1044,1084,320
DN,DKR,BRU,0,302,1084,333
DN,DKR,CKY,0,4162,1084,CRJ
DN,DKR,COO,0,245,1084,320
DN,DKR,NKC,0,1094,1084,CRJ
DN,DKR,OXB,0,5665,1084,CRJ
DN,DKR,RAI,0,5674,1084,CRJ
DN,DKR,ZIG,0,1081,1084,CRJ
DN,DLA,COO,0,245,897,320
DN,LBV,COO,0,245,970,320
DN,NIM,OUA,0,246,280,320
DN,NKC,DKR,0,1084,1094,CRJ
DN,OUA,BKO,0,1044,246,320
DN,OUA,NIM,0,280,246,320
DN,OXB,DKR,0,1084,5665,CRJ
DN,RAI,DKR,0,1084,5674,CRJ
DN,ZIG,CSK,0,1082,1081,CRJ
DN,ZIG,DKR,0,1084,1081,CRJ
DT,BZV,LAD,0,951,883,73G
DT,CAB,LAD,0,951,946,732 73G
DT,CAB,SZA,0,958,946,73G
DT,CBT,LAD,0,951,5630,73G
DT,CBT,VPE,0,5632,5630,73G
DT,CPT,LAD,0,951,797,73G 772
DT,DXB,LAD,0,951,2188,772
DT,GIG,LAD,0,951,2560,77W
DT,GRU,LAD,0,951,2564,77W
DT,HAV,LAD,0,951,1909,772
DT,HRE,LUN,0,907,1005,73G
DT,JNB,LAD,0,951,813,772
DT,LAD,BZV,0,883,951,73G
DT,LAD,CAB,0,946,951,73G 732
DT,LAD,CBT,0,5630,951,73G
DT,LAD,CPT,0,797,951,73G 772
DT,LAD,DXB,0,2188,951,772
DT,LAD,GIG,0,2560,951,77W
DT,LAD,GRU,0,2564,951,77W
DT,LAD,HAV,0,1909,951,772
DT,LAD,HRE,0,1005,951,73G
DT,LAD,JNB,0,813,951,772
DT,LAD,LIS,0,1638,951,77W
DT,LAD,LUO,0,960,951,73G
DT,LAD,MEG,0,952,951,73G
DT,LAD,MSZ,0,5633,951,73G
DT,LAD,NOV,0,948,951,73G
DT,LAD,OPO,0,1636,951,77W 772
DT,LAD,PEK,0,3364,951,772
DT,LAD,SDD,0,959,951,73G
DT,LAD,SPP,0,953,951,73G
DT,LAD,SVP,0,949,951,73G
DT,LAD,SZA,0,958,951,732 73G
DT,LAD,TMS,0,973,951,73G
DT,LAD,VHC,0,957,951,73G 732
DT,LAD,VPE,0,5632,951,73G
DT,LAD,WDH,0,4105,951,73G
DT,LIS,LAD,0,951,1638,77W
DT,LUN,LAD,0,951,907,73G
DT,LUO,LAD,0,951,960,73G
DT,MEG,LAD,0,951,952,73G
DT,MEG,VHC,0,957,952,73G
DT,MSZ,LAD,0,951,5633,73G
DT,NOV,LAD,0,951,948,73G
DT,NOV,SPP,0,953,948,73G
DT,NOV,VPE,0,5632,948,73G
DT,OPO,LAD,0,951,1636,77W 772
DT,PEK,LAD,0,951,3364,772
DT,RAI,TMS,0,973,5674,73G
DT,SDD,LAD,0,951,959,73G
DT,SDD,VPE,0,5632,959,73G
DT,SDD,WDH,0,4105,959,73G
DT,SPP,LAD,0,951,953,73G
DT,SPP,NOV,0,948,953,73G
DT,SPP,VPE,0,5632,953,73G
DT,SVP,LAD,0,951,949,73G
DT,SVP,VPE,0,5632,949,73G
DT,SZA,CAB,0,946,958,732 73G
DT,SZA,LAD,0,951,958,73G
DT,TMS,LAD,0,951,973,73G
DT,TMS,RAI,0,5674,973,73G
DT,VHC,LAD,0,951,957,73G 732
DT,VHC,MEG,0,952,957,73G
DT,VPE,CBT,0,5630,5632,73G
DT,VPE,LAD,0,951,5632,73G
DT,VPE,NOV,0,948,5632,73G
DT,VPE,SDD,0,959,5632,73G
DT,VPE,SPP,0,953,5632,73G
DT,VPE,SVP,0,949,5632,73G
DT,WDH,LAD,0,951,4105,73G
DT,WDH,SDD,0,959,4105,73G
DV,AKX,ALA,0,2908,2920,735
DV,AKX,DME,0,4029,2920,735
DV,AKX,SCO,0,4367,2920,CRJ 735
DV,AKX,TSE,0,2910,2920,CRJ
DV,ALA,AKX,0,2920,2908,735
DV,ALA,CIT,0,2914,2908,735
DV,ALA,DMB,0,2911,2908,CRJ
DV,ALA,DZN,0,6085,2908,CRJ
DV,ALA,KGF,0,4375,2908,CRJ
DV,ALA,KOV,0,6083,2908,CRJ
DV,ALA,KSN,0,6088,2908,CRJ
DV,ALA,PLX,0,2918,2908,CRJ
DV,ALA,PPK,0,6084,2908,AN4
DV,ALA,SCO,0,4367,2908,735
DV,ALA,TSE,0,2910,2908,CRJ 735
DV,ALA,UKK,0,6086,2908,CRJ
DV,ASF,SCO,0,4367,2966,CRJ
DV,BON,CUR,0,2897,2896,BNI
DV,CIT,ALA,0,2908,2914,735
DV,CIT,DME,0,4029,2914,735
DV,CIT,SCO,0,4367,2914,735
DV,CIT,TSE,0,2910,2914,735
DV,CUR,BON,0,2896,2897,BNI
DV,DMB,ALA,0,2908,2911,CRJ
DV,DMB,TSE,0,2910,2911,CRJ
DV,DME,AKX,0,2920,4029,735
DV,DME,CIT,0,2914,4029,735
DV,DME,SCO,0,4367,4029,735
DV,DZN,ALA,0,2908,6085,CRJ
DV,EVN,SCO,0,4367,3964,CRJ
DV,GUW,SCO,0,4367,4357,CRJ
DV,GUW,TSE,0,2910,4357,CRJ
DV,GYD,SCO,0,4367,2922,CRJ
DV,KGF,ALA,0,2908,4375,CRJ
DV,KGF,KZO,0,4358,4375,AN4
DV,KGF,UKK,0,6086,4375,AN4
DV,KOV,ALA,0,2908,6083,CRJ
DV,KRR,SCO,0,4367,2960,CRJ
DV,KSN,ALA,0,2908,6088,CRJ
DV,KZO,KGF,0,4375,4358,AN4
DV,KZO,SCO,0,4367,4358,AN4
DV,MCX,SCO,0,4367,2961,CRJ
DV,MRV,SCO,0,4367,2962,CRJ
DV,PLX,ALA,0,2908,2918,CRJ
DV,PLX,TSE,0,2910,2918,CRJ
DV,PLX,UKK,0,6086,2918,AN4
DV,PPK,ALA,0,2908,6084,AN4
DV,PPK,TSE,0,2910,6084,AN4
DV,SCO,AKX,0,2920,4367,CRJ 735
DV,SCO,ALA,0,2908,4367,735
DV,SCO,ASF,0,2966,4367,CRJ
DV,SCO,CIT,0,2914,4367,735
DV,SCO,DME,0,4029,4367,735
DV,SCO,EVN,0,3964,4367,CRJ
DV,SCO,GUW,0,4357,4367,CRJ
DV,SCO,GYD,0,2922,4367,CRJ
DV,SCO,KRR,0,2960,4367,CRJ
DV,SCO,KZO,0,4358,4367,AN4
DV,SCO,MCX,0,2961,4367,CRJ
DV,SCO,MRV,0,2962,4367,CRJ
DV,SCO,TBS,0,3973,4367,CRJ
DV,SCO,TSE,0,2910,4367,735
DV,SCO,URA,0,2916,4367,AN4
DV,SZI,UKK,0,6086,9841,AN4
DV,TBS,SCO,0,4367,3973,CRJ
DV,TSE,AKX,0,2920,2910,CRJ
DV,TSE,ALA,0,2908,2910,735 CRJ
DV,TSE,CIT,0,2914,2910,735
DV,TSE,DMB,0,2911,2910,CRJ
DV,TSE,GUW,0,4357,2910,CRJ
DV,TSE,PLX,0,2918,2910,CRJ
DV,TSE,PPK,0,6084,2910,AN4
DV,TSE,SCO,0,4367,2910,735
DV,TSE,UKK,0,6086,2910,CRJ
DV,UKK,ALA,0,2908,6086,CRJ
DV,UKK,KGF,0,4375,6086,AN4
DV,UKK,PLX,0,2918,6086,AN4
DV,UKK,SZI,0,9841,6086,AN4
DV,UKK,TSE,0,2910,6086,CRJ
DV,URA,SCO,0,4367,2916,AN4
DX,AAL,BLL,0,608,628,SF3
DX,AAL,SVG,0,666,628,SF3
DX,BLL,AAL,0,628,608,SF3
DX,BLL,EBJ,0,610,608,AT5 SF3
DX,BLL,SVG,0,666,608,AT5 SF3
DX,CPH,RNN,0,618,609,AT7 AT4
DX,EBJ,BLL,0,608,610,AT5 SF3
DX,MOL,SRP,0,660,651,SF3
DX,OSL,SRP,0,660,644,AT4
DX,RNN,CPH,0,609,618,AT7 AT4
DX,SRP,MOL,0,651,660,SF3
DX,SRP,OSL,0,644,660,AT4
DX,SRP,SVG,0,666,660,SF3
DX,SVG,AAL,0,628,666,SF3
DX,SVG,BLL,0,608,666,AT5 SF3
DX,SVG,SRP,0,660,666,SF3
DY,AAL,AGP,0,1230,628,73H
DY,AAL,ALC,0,1212,628,73H
DY,AAL,CPH,0,609,628,73H AT7
DY,AAL,LGW,0,502,628,73H
DY,AAL,PMI,0,3998,628,73H
DY,ACE,LGW,0,502,1055,73H
DY,AES,ALC,0,1212,630,73H
DY,AES,LGW,0,502,630,73H
DY,AES,OSL,0,644,630,733 73H
DY,AGP,AAL,0,628,1230,73H
DY,AGP,ARN,0,737,1230,73H
DY,AGP,BGO,0,636,1230,73H
DY,AGP,CGN,0,344,1230,73H
DY,AGP,CPH,0,609,1230,73H
DY,AGP,GOT,0,687,1230,73H
DY,AGP,HAM,0,342,1230,73H
DY,AGP,HEL,0,421,1230,73H
DY,AGP,LGW,0,502,1230,73H
DY,AGP,MUC,0,346,1230,73H
DY,AGP,OSL,0,644,1230,73H
DY,AGP,RYG,0,657,1230,73H
DY,AGP,SVG,0,666,1230,73H
DY,AGP,TRD,0,665,1230,73H
DY,AGP,TRF,0,664,1230,73H
DY,AGP,WAW,0,679,1230,73H
DY,AJA,ARN,0,737,1324,73H
DY,AJA,OSL,0,644,1324,73H
DY,ALC,AAL,0,628,1212,73H
DY,ALC,AES,0,630,1212,73H
DY,ALC,ARN,0,737,1212,73H
DY,ALC,BGO,0,636,1212,73H
DY,ALC,BLL,0,608,1212,73H
DY,ALC,CGN,0,344,1212,73H
DY,ALC,CPH,0,609,1212,73H
DY,ALC,EVE,0,641,1212,73H
DY,ALC,GOT,0,687,1212,73H
DY,ALC,HAM,0,342,1212,73H
DY,ALC,HEL,0,421,1212,73H
DY,ALC,KSD,0,5595,1212,73H
DY,ALC,LGW,0,502,1212,73H
DY,ALC,MOL,0,651,1212,73H
DY,ALC,MUC,0,346,1212,73H
DY,ALC,OSL,0,644,1212,73H
DY,ALC,OUL,0,446,1212,73H
DY,ALC,RYG,0,657,1212,73H
DY,ALC,SVG,0,666,1212,73H
DY,ALC,TKU,0,460,1212,73H
DY,ALC,TOS,0,663,1212,73H
DY,ALC,TRD,0,665,1212,73H
DY,ALC,TRF,0,664,1212,73H
DY,ALC,UME,0,728,1212,73H
DY,ALF,OSL,0,644,632,733
DY,ALF,TOS,0,663,632,733
DY,AMS,ARN,0,737,580,73H
DY,AMS,CPH,0,609,580,73H
DY,AMS,OSL,0,644,580,73H
DY,ARN,AGP,0,1230,737,73H
DY,ARN,AJA,0,1324,737,73H
DY,ARN,ALC,0,1212,737,73H
DY,ARN,AMS,0,580,737,73H
DY,ARN,ATH,0,3941,737,73H
DY,ARN,BCN,0,1218,737,73H
DY,ARN,BEG,0,1739,737,73H
DY,ARN,BGO,0,636,737,73H
DY,ARN,BKK,0,3885,737,788
DY,ARN,BUD,0,1489,737,73H
DY,ARN,CHQ,0,1474,737,73H
DY,ARN,CPH,0,609,737,73H
DY,ARN,CTA,0,1509,737,73H
DY,ARN,DBV,0,1200,737,73H
DY,ARN,EDI,0,535,737,73H
DY,ARN,FAO,0,1626,737,73H
DY,ARN,FCO,0,1555,737,73H
DY,ARN,FLL,0,3533,737,788
DY,ARN,GOT,0,687,737,73H
DY,ARN,HEL,0,421,737,73H
DY,ARN,JFK,0,3797,737,788
DY,ARN,KRK,0,669,737,73H
DY,ARN,KRN,0,724,737,73H
DY,ARN,LAX,0,3484,737,788
DY,ARN,LCA,0,1197,737,73H
DY,ARN,LGW,0,502,737,73H
DY,ARN,LLA,0,734,737,73H
DY,ARN,LPA,0,1054,737,73H
DY,ARN,MAN,0,478,737,73H
DY,ARN,MMX,0,708,737,73H
DY,ARN,MUC,0,346,737,73H
DY,ARN,NCE,0,1354,737,73H
DY,ARN,OAK,0,3453,737,788
DY,ARN,OLB,0,1520,737,73H
DY,ARN,ORY,0,1386,737,73H
DY,ARN,OSL,0,644,737,73H 733
DY,ARN,PMI,0,3998,737,73H
DY,ARN,PMO,0,1512,737,73H
DY,ARN,PRG,0,1587,737,73H
DY,ARN,PSA,0,1562,737,73H
DY,ARN,RIX,0,3953,737,73H
DY,ARN,SJJ,0,1646,737,73H
DY,ARN,SPU,0,1206,737,73H
DY,ARN,SXF,0,337,737,73H
DY,ARN,TLV,0,1590,737,73H
DY,ARN,UME,0,728,737,73H
DY,ARN,VAA,0,462,737,73H
DY,ARN,VCE,0,1551,737,73H
DY,ARN,VNO,0,3959,737,73H
DY,ATH,ARN,0,737,3941,73H
DY,ATH,CPH,0,609,3941,73H
DY,ATH,HEL,0,421,3941,73H
DY,ATH,OSL,0,644,3941,73H
DY,AYT,BGO,0,636,1688,73H
DY,AYT,OSL,0,644,1688,73H
DY,AYT,TRD,0,665,1688,73H
DY,AYT,TRF,0,664,1688,73H
DY,BCN,ARN,0,737,1218,73H
DY,BCN,BGO,0,636,1218,73H
DY,BCN,CPH,0,609,1218,73H
DY,BCN,GOT,0,687,1218,73H
DY,BCN,HAM,0,342,1218,73H
DY,BCN,HEL,0,421,1218,73H
DY,BCN,LGW,0,502,1218,73H
DY,BCN,OSL,0,644,1218,73H
DY,BCN,SXF,0,337,1218,73H
DY,BCN,TRF,0,664,1218,73H
DY,BCN,WAW,0,679,1218,73H
DY,BDU,OSL,0,644,640,733
DY,BEG,ARN,0,737,1739,73H
DY,BEG,OSL,0,644,1739,733
DY,BGO,AGP,0,1230,636,73H
DY,BGO,ALC,0,1212,636,73H
DY,BGO,ARN,0,737,636,73H
DY,BGO,AYT,0,1688,636,73H
DY,BGO,BCN,0,1218,636,73H
DY,BGO,CHQ,0,1474,636,73H
DY,BGO,CPH,0,609,636,73H
DY,BGO,DBV,0,1200,636,73H
DY,BGO,EDI,0,535,636,73H
DY,BGO,FCO,0,1555,636,73H
DY,BGO,JFK,0,3797,636,788
DY,BGO,KEF,0,16,636,73H
DY,BGO,KRK,0,669,636,73H
DY,BGO,LGW,0,502,636,73H
DY,BGO,LPA,0,1054,636,73H
DY,BGO,NCE,0,1354,636,73H
DY,BGO,ORY,0,1386,636,73H
DY,BGO,OSL,0,644,636,73H 733
DY,BGO,PMI,0,3998,636,73H
DY,BGO,PRG,0,1587,636,73H
DY,BGO,SVG,0,666,636,73H
DY,BGO,SXF,0,337,636,73H
DY,BGO,TRD,0,665,636,73H
DY,BGO,TRF,0,664,636,73H
DY,BIO,OSL,0,644,1216,73H
DY,BKK,ARN,0,737,3885,788
DY,BKK,OSL,0,644,3885,788
DY,BLL,ALC,0,1212,608,73H
DY,BLL,OSL,0,644,608,733 73H
DY,BOJ,CPH,0,609,1191,73H
DY,BOJ,HEL,0,421,1191,73H
DY,BOJ,OSL,0,644,1191,73H
DY,BOO,OSL,0,644,635,73H
DY,BTS,OSL,0,644,1745,73H 733
DY,BUD,ARN,0,737,1489,73H
DY,BUD,CPH,0,609,1489,73H
DY,BUD,HEL,0,421,1489,73H
DY,BUD,LGW,0,502,1489,73H
DY,BUD,OSL,0,644,1489,733
DY,CGN,AGP,0,1230,344,73H
DY,CGN,ALC,0,1212,344,73H
DY,CGN,LPA,0,1054,344,73H
DY,CGN,OSL,0,644,344,73H
DY,CGN,TFS,0,1056,344,73H
DY,CHQ,ARN,0,737,1474,73H
DY,CHQ,BGO,0,636,1474,73H
DY,CHQ,CPH,0,609,1474,73H
DY,CHQ,HEL,0,421,1474,73H
DY,CHQ,OSL,0,644,1474,733
DY,CPH,AAL,0,628,609,73H AT7
DY,CPH,AGP,0,1230,609,73H
DY,CPH,ALC,0,1212,609,73H
DY,CPH,AMS,0,580,609,73H
DY,CPH,ARN,0,737,609,73H
DY,CPH,ATH,0,3941,609,73H
DY,CPH,BCN,0,1218,609,73H
DY,CPH,BGO,0,636,609,73H
DY,CPH,BOJ,0,1191,609,73H
DY,CPH,BUD,0,1489,609,73H
DY,CPH,CHQ,0,1474,609,73H
DY,CPH,CTA,0,1509,609,73H
DY,CPH,DUB,0,599,609,73H
DY,CPH,EDI,0,535,609,73H
DY,CPH,FAO,0,1626,609,73H
DY,CPH,FCO,0,1555,609,73H
DY,CPH,FLL,0,3533,609,788
DY,CPH,HEL,0,421,609,73H
DY,CPH,JFK,0,3797,609,788
DY,CPH,KRK,0,669,609,73H
DY,CPH,KRP,0,612,609,AT7
DY,CPH,LAX,0,3484,609,788
DY,CPH,LGW,0,502,609,73H
DY,CPH,LIS,0,1638,609,73H
DY,CPH,LPA,0,1054,609,73H
DY,CPH,MAD,0,1229,609,73H
DY,CPH,MLA,0,1606,609,73H
DY,CPH,NCE,0,1354,609,73H
DY,CPH,ORY,0,1386,609,73H
DY,CPH,OSL,0,644,609,73H 733
DY,CPH,PMI,0,3998,609,73H
DY,CPH,PRG,0,1587,609,73H
DY,CPH,PSA,0,1562,609,73H
DY,CPH,RAK,0,1075,609,73H
DY,CPH,RIX,0,3953,609,73H
DY,CPH,SPU,0,1206,609,73H
DY,CPH,SXF,0,337,609,73H
DY,CPH,TLV,0,1590,609,73H
DY,CPH,TRD,0,665,609,73H
DY,CPH,VCE,0,1551,609,73H
DY,CPH,ZAG,0,1208,609,73H
DY,CTA,ARN,0,737,1509,73H
DY,CTA,CPH,0,609,1509,73H
DY,CTA,LGW,0,502,1509,73H
DY,DBV,ARN,0,737,1200,73H
DY,DBV,BGO,0,636,1200,73H
DY,DBV,HEL,0,421,1200,73H
DY,DBV,LGW,0,502,1200,73H
DY,DBV,OSL,0,644,1200,73H
DY,DBV,TRD,0,665,1200,73H
DY,DBV,TRF,0,664,1200,73H
DY,DUB,CPH,0,609,599,73H
DY,DUB,HEL,0,421,599,73H
DY,DUB,OSL,0,644,599,73H
DY,EDI,ARN,0,737,535,73H
DY,EDI,BGO,0,636,535,73H
DY,EDI,CPH,0,609,535,73H
DY,EDI,OSL,0,644,535,73H
DY,EVE,ALC,0,1212,641,73H
DY,EVE,OSL,0,644,641,73H 733
DY,EVE,TRD,0,665,641,73H
DY,FAO,ARN,0,737,1626,73H
DY,FAO,CPH,0,609,1626,73H
DY,FAO,LGW,0,502,1626,73H
DY,FAO,OSL,0,644,1626,73H
DY,FCO,ARN,0,737,1555,73H
DY,FCO,BGO,0,636,1555,73H
DY,FCO,CPH,0,609,1555,73H
DY,FCO,GOT,0,687,1555,73H
DY,FCO,HEL,0,421,1555,73H
DY,FCO,LGW,0,502,1555,73H
DY,FCO,OSL,0,644,1555,73H 733
DY,FLL,ARN,0,737,3533,788
DY,FLL,CPH,0,609,3533,788
DY,FLL,OSL,0,644,3533,788
DY,FUE,LGW,0,502,1051,73H
DY,GDN,OSL,0,644,668,73H 733
DY,GOT,AGP,0,1230,687,73H
DY,GOT,ALC,0,1212,687,73H
DY,GOT,ARN,0,737,687,73H
DY,GOT,BCN,0,1218,687,73H
DY,GOT,FCO,0,1555,687,73H
DY,GOT,LGW,0,502,687,73H
DY,GOT,NCE,0,1354,687,73H
DY,GVA,OSL,0,644,1665,733
DY,HAM,AGP,0,1230,342,73H
DY,HAM,ALC,0,1212,342,73H
DY,HAM,BCN,0,1218,342,73H
DY,HAM,LPA,0,1054,342,73H
DY,HAM,OSL,0,644,342,73H
DY,HAM,TFS,0,1056,342,73H
DY,HAU,OSL,0,644,645,733 73H
DY,HEL,AGP,0,1230,421,73H
DY,HEL,ALC,0,1212,421,73H
DY,HEL,ARN,0,737,421,73H
DY,HEL,ATH,0,3941,421,73H
DY,HEL,BCN,0,1218,421,73H
DY,HEL,BOJ,0,1191,421,73H
DY,HEL,BUD,0,1489,421,73H
DY,HEL,CHQ,0,1474,421,73H
DY,HEL,CPH,0,609,421,73H
DY,HEL,DBV,0,1200,421,73H
DY,HEL,DUB,0,599,421,73H
DY,HEL,FCO,0,1555,421,73H
DY,HEL,LGW,0,502,421,73H
DY,HEL,NCE,0,1354,421,73H
DY,HEL,ORY,0,1386,421,73H
DY,HEL,OSL,0,644,421,73H
DY,HEL,OUL,0,446,421,73H
DY,HEL,PMI,0,3998,421,73H
DY,HEL,PRG,0,1587,421,73H
DY,HEL,RVN,0,453,421,73H
DY,HEL,SPU,0,1206,421,73H
DY,IBZ,LGW,0,502,1225,73H
DY,JFK,ARN,0,737,3797,788
DY,JFK,BGO,0,636,3797,788
DY,JFK,CPH,0,609,3797,788
DY,JFK,OSL,0,644,3797,788
DY,JTR,LGW,0,502,1479,73H
DY,KBP,OSL,0,644,2939,73H
DY,KEF,BGO,0,636,16,73H
DY,KEF,OSL,0,644,16,733
DY,KKN,OSL,0,644,649,733
DY,KRK,ARN,0,737,669,73H
